nombre_campo,longitud,tipo,nemónico,catálogo,rango_claves
"PreguntaI6.18Para las siguientes preguntas, por favor piense acerca de las actividades que realizó en su trabajo principal a lo largo de su vida, o en la mayor parte de su vida. ¿Me puede describir las tareas o funciones principales que usted desempeña(ó) en su trabajo principal?","3","C","i6_18","","098-999"
"PreguntaI7.18En ese trabajo principal, la mayor parte del tiempo ¿usted ha sido (era)…","2","C","i7_18","i7_18","01-08,88,99"
"PreguntaI8.18Ese trabajo principal, ¿usted lo realiza (realizaba) en un local para trabajar?","1","C","i8_18","i8_18","1,2,8,9"
"PreguntaI9A.18ENTREVISTADOR: CLASIFICA Y REGISTRA LA RESPUESTA ANTERIOR EN EL SIGUIENTE LISTADO","2","C","i9a_18","i9a_18","01-09"
"PreguntaI9A.1.18ENTREVISTADOR: CLASIFICA Y REGISTRA LA RESPUESTA ANTERIOR EN EL SIGUIENTE LISTADO","2","C","i9a_1_18","i9a_1_18","10-20"
"PreguntaI9B.18¿A qué edad entró a trabajar a su trabajo principal?","2","C","i9b_18","i9b_18","05-84,88,98,99"
"PreguntaI10.18¿Por cuántos años ha realizado este tipo de actividades o trabajo?","2","C","i10_18","i10_18","01-83,88,99"
"PreguntaI11.18¿Ese trabajo principal lo realizó alguna vez en Estados Unidos?","1","C","i11_18","i11_18","1,2,8,9"
"PreguntaI12.1.18En el trabajo principal a lo largo de su vida, ¿cuáles de las siguientes prestaciones le dan (daban)?","1","C","i12_1_18","i12_1_18","1,2,8,9"
"PreguntaI12.2.18En el trabajo principal a lo largo de su vida, ¿cuáles de las siguientes prestaciones le dan (daban)?","1","C","i12_2_18","i12_2_18","1,2,8,9"
"PreguntaI12.3.18En el trabajo principal a lo largo de su vida, ¿cuáles de las siguientes prestaciones le dan (daban)?","1","C","i12_3_18","i12_3_18","1,2,8,9"
"PreguntaI12.4.18En el trabajo principal a lo largo de su vida, ¿cuáles de las siguientes prestaciones le dan (daban)?","1","C","i12_4_18","i12_4_18","1,2,8,9"
"PreguntaI12.5.18En el trabajo principal a lo largo de su vida, ¿cuáles de las siguientes prestaciones le dan (daban)?","1","C","i12_5_18","i12_5_18","1,2,8,9"
"PreguntaI12.6.18En el trabajo principal a lo largo de su vida, ¿cuáles de las siguientes prestaciones le dan (daban)?","1","C","i12_6_18","i12_6_18","1,2,8,9"
"PreguntaI12.7.18En el trabajo principal a lo largo de su vida, ¿cuáles de las siguientes prestaciones le dan (daban)?","1","C","i12_7_18","i12_7_18","1,2,8,9"
"PreguntaI12.8.18En el trabajo principal a lo largo de su vida, ¿cuáles de las siguientes prestaciones le dan (daban)?","1","C","i12_8_18","i12_8_18","1,2,8,9"
"PreguntaI13.18¿Recibió usted algún beneficio del IMSS antes de Agosto de 1997?","1","C","i13_18","i13_18","1,2,8,9"
"PreguntaI13A.18¿Recibió usted algún beneficio del ISSSTE antes de 2007?","1","C","i13a_18","i13a_18","1,2,8,9"
"PreguntaI14.18A lo largo de su vida, en algún trabajo ¿alguna vez se aportó una cantidad para recibir una pensión para su jubilación?","1","C","i14_18","i14_18","1,2,8,9"
"PreguntaI15.18¿Como por cuántos años se hizo esta aportación?","2","C","i15_18","i15_18","01-63,88,99"
"PreguntaI16.18¿Actualmente usted…","1","C","i16_18","i16_18","1-3,8,9"
"PreguntaI17.1.18Regularmente ¿cuáles días y cuántas horas dedica usted a su trabajo principal ?","2","C","i17_1_18","i17_1_18","00-24,88,99"
"PreguntaI17.2.18Regularmente ¿cuáles días y cuántas horas dedica usted a su trabajo principal ?","2","C","i17_2_18","i17_2_18","00-24,88,99"
"PreguntaI17.3.18Regularmente ¿cuáles días y cuántas horas dedica usted a su trabajo principal ?","2","C","i17_3_18","i17_3_18","00-24,88,99"
"PreguntaI17.4.18Regularmente ¿cuáles días y cuántas horas dedica usted a su trabajo principal ?","2","C","i17_4_18","i17_4_18","00-24,88,99"
"PreguntaI17.5.18Regularmente ¿cuáles días y cuántas horas dedica usted a su trabajo principal ?","2","C","i17_5_18","i17_5_18","00-24,88,99"
"PreguntaI17.6.18Regularmente ¿cuáles días y cuántas horas dedica usted a su trabajo principal ?","2","C","i17_6_18","i17_6_18","00-24,88,99"
"PreguntaI17.7.18Regularmente ¿cuáles días y cuántas horas dedica usted a su trabajo principal ?","2","C","i17_7_18","i17_7_18","00-24,88,99"
"PreguntaI18.18Si usted quisiera, ¿podría reducir el número de horas que trabaja, aunque le reduzcan su sueldo?","1","C","i18_18","i18_18","1,2,8,9"
"PreguntaI19.18Acerca de las actividades que usted realiza en su trabajo actual, ¿considera que son similares o iguales a las que realizó en su trabajo a lo largo de su vida, o la mayor parte de su vida?","1","C","i19_18","i19_18","1,2,8,9"
"PreguntaI20.18¿Me puede describir las tareas o funciones principales que usted desempeña en su trabajo principal actual?","3","C","i20_18","i20_18","098-830,999"
"PreguntaI21.18En su trabajo principal actual, ¿usted es…","2","C","i21_18","i21_18","01-08,88,99"
"PreguntaI22.18Ese trabajo principal, ¿usted lo realiza en un local para trabajar?","1","C","i22_18","i22_18","1,2,8,9"
"PreguntaI23A.18ENTREVISTADOR: CLASIFICA Y REGISTRA LA RESPUESTA ANTERIOR EN EL SIGUIENTE LISTADO","2","C","i23a_18","i23a_18","01-09"
"PreguntaI23A.1.18ENTREVISTADOR: CLASIFICA Y REGISTRA LA RESPUESTA ANTERIOR EN EL SIGUIENTE LISTADO","2","C","i23a_1_18","i23a_1_18","10-20"
"PreguntaI23B.18¿A qué edad entró a trabajar a su trabajo principal actual?","2","C","i23b_18","i23b_18","01-86,88,97,98,99"
"PreguntaI24.18¿Por cuántós años ha realizado este tipo de actividades o trabajo?","2","C","i24_18","i24_18","01,02-85,88,90,93,99"
"PreguntaI25A1.18En el trabajo principal actual, ¿cuáles de las siguientes prestaciones le dan?","1","C","i25a1_18","i25a1_18","1,2,8,9"
"PreguntaI25A2.18En el trabajo principal actual, ¿cuáles de las siguientes prestaciones le dan?","1","C","i25a2_18","i25a2_18","1,2,8,9"
"PreguntaI25A3.18En el trabajo principal actual, ¿cuáles de las siguientes prestaciones le dan?","1","C","i25a3_18","i25a3_18","1,2,8,9"
"PreguntaI25A4.18En el trabajo principal actual, ¿cuáles de las siguientes prestaciones le dan?","1","C","i25a4_18","i25a4_18","1,2,8,9"
"PreguntaI25A5.18En el trabajo principal actual, ¿cuáles de las siguientes prestaciones le dan?","1","C","i25a5_18","i25a5_18","1,2,8,9"
"PreguntaI25A6.18En el trabajo principal actual, ¿cuáles de las siguientes prestaciones le dan?","1","C","i25a6_18","i25a6_18","1,2,8,9"
"PreguntaI25A7.18En el trabajo principal actual, ¿cuáles de las siguientes prestaciones le dan?","1","C","i25a7_18","i25a7_18","1,2,8,9"
"PreguntaI25A8.18En el trabajo principal actual, ¿cuáles de las siguientes prestaciones le dan?","1","C","i25a8_18","i25a8_18","1,2,8,9"
"PreguntaI25B1.18Ahora piense acerca de todos los trabajos que tiene actualmente. Regularmente ¿cuáles días y cuántas horas dedica usted, contando todos sus trabajos?","2","C","i25b1_18","i25b1_18","00-24,77,88,99"
"PreguntaI25B2.18Ahora piense acerca de todos los trabajos que tiene actualmente. Regularmente ¿cuáles días y cuántas horas dedica usted, contando todos sus trabajos?","2","C","i25b2_18","i25b2_18","00-24,77,88,99"
"PreguntaI25B3.18Ahora piense acerca de todos los trabajos que tiene actualmente. Regularmente ¿cuáles días y cuántas horas dedica usted, contando todos sus trabajos?","2","C","i25b3_18","i25b3_18","00-24,77,88,99"
"PreguntaI25B4.18Ahora piense acerca de todos los trabajos que tiene actualmente. Regularmente ¿cuáles días y cuántas horas dedica usted, contando todos sus trabajos?","2","C","i25b4_18","i25b4_18","00-24,77,88,99"
"PreguntaI25B5.18Ahora piense acerca de todos los trabajos que tiene actualmente. Regularmente ¿cuáles días y cuántas horas dedica usted, contando todos sus trabajos?","2","C","i25b5_18","i25b5_18","00-24,77,88,99"
"PreguntaI25B6.18Ahora piense acerca de todos los trabajos que tiene actualmente. Regularmente ¿cuáles días y cuántas horas dedica usted, contando todos sus trabajos?","2","C","i25b6_18","i25b6_18","00-24,77,88,99"
"PreguntaI25B7.18Ahora piense acerca de todos los trabajos que tiene actualmente. Regularmente ¿cuáles días y cuántas horas dedica usted, contando todos sus trabajos?","2","C","i25b7_18","i25b7_18","00-24,77,88,99"
"PreguntaI25C.18En su trabajo actual (con pago o sin pago), ¿tiene contacto directo con insecticidas o plaguicidas?","1","C","i25c_18","i25c_18","1,2,8,9"
"PreguntaI26.1.18¿Cuál es el motivo por el que usted no trabaja?","1","C","i26_1_18","i26_1_18","0,1"
"PreguntaI26.2.18¿Cuál es el motivo por el que usted no trabaja?","1","C","i26_2_18","i26_2_18","0,1"
"PreguntaI26.3.18¿Cuál es el motivo por el que usted no trabaja?","1","C","i26_3_18","i26_3_18","0,1"
"PreguntaI26.4.18¿Cuál es el motivo por el que usted no trabaja?","1","C","i26_4_18","i26_4_18","0,1"
"PreguntaI26.5.18¿Cuál es el motivo por el que usted no trabaja?","1","C","i26_5_18","i26_5_18","0,1"
"PreguntaI26.6.18¿Cuál es el motivo por el que usted no trabaja?","1","C","i26_6_18","i26_6_18","0,1"
"PreguntaI26.7.18¿Cuál es el motivo por el que usted no trabaja?","1","C","i26_7_18","i26_7_18","0,1"
"PreguntaI26.8.18¿Cuál es el motivo por el que usted no trabaja?","1","C","i26_8_18","i26_8_18","0,1"
"PreguntaI26.9.18¿Cuál es el motivo por el que usted no trabaja?","1","C","i26_9_18","i26_9_18","0,1"
"PreguntaI27.18 ¿Ha trabajado usted en alguna empresa, negocio, actividad por su cuenta o como ayudante sin pago alguna vez en su vida?","1","C","i27_18","i27_18","1,2,8,9"
"PreguntaI28.01.18¿Cuál es el motivo por el que usted dejó su último trabajo?","1","C","i28_01_18","i28_01_18","0,1"
"PreguntaI28.02.18¿Cuál es el motivo por el que usted dejó su último trabajo?","1","C","i28_02_18","i28_02_18","0,1"
"PreguntaI28.03.18¿Cuál es el motivo por el que usted dejó su último trabajo?","1","C","i28_03_18","i28_03_18","0,1"
"PreguntaI28.04.18¿Cuál es el motivo por el que usted dejó su último trabajo?","1","C","i28_04_18","i28_04_18","0,1"
"PreguntaI28.05.18¿Cuál es el motivo por el que usted dejó su último trabajo?","1","C","i28_05_18","i28_05_18","0,1"
"PreguntaI28.06.18¿Cuál es el motivo por el que usted dejó su último trabajo?","1","C","i28_06_18","i28_06_18","0,1"
"PreguntaI28.07.18¿Cuál es el motivo por el que usted dejó su último trabajo?","1","C","i28_07_18","i28_07_18","0,1"
"PreguntaI28.08.18¿Cuál es el motivo por el que usted dejó su último trabajo?","1","C","i28_08_18","i28_08_18","0,1"
"PreguntaI28.09.18¿Cuál es el motivo por el que usted dejó su último trabajo?","1","C","i28_09_18","i28_09_18","0,1"
"PreguntaI28.10.18¿Cuál es el motivo por el que usted dejó su último trabajo?","1","C","i28_10_18","i28_10_18","0,1"
"PreguntaI28.88.18¿Cuál es el motivo por el que usted dejó su último trabajo?","1","C","i28_88_18","i28_88_18","0,1"
"PreguntaI28.99.18¿Cuál es el motivo por el que usted dejó su último trabajo?","1","C","i28_99_18","i28_99_18","0,1"
"PreguntaI29.1.18¿En qué año o hace cuántos años dejó usted el último trabajo que tuvo?","4","C","i29_1_18","i29_1_18","1918-2018,8888,9999"
"PreguntaI29.2.18¿En qué año o hace cuántos años dejó usted el último trabajo que tuvo?","2","C","i29_2_18","","01-99"
"PreguntaI30.18¿Diría usted que su situación económica es…","1","C","i30_18","i30_18","1-5,8,9"
"PreguntaI31.18¿Diría usted que su situación económica de su hogar es…","1","C","i31_18","i31_18","1-5,8,9"
"Estrato Muestral","3","C","est_dis","","11-324"
"UPM_diseño muestral","8","C","upm_dis","","17001-32208832"
